"ID","trajectory_uuid","head_uuid","uuid","area","col_centroid","convex_area","label","major_axis_length","max_col","max_row","min_col","min_row","minor_axis_length","orientation","perimeter","row_centroid","passtime","Δt","Δx","scaled_distance","relative_error_area","relative_error_convex_area","relative_error_major_axis_length","relative_error_minor_axis_length","shape_difference","scaled_shape_difference","psi_s_correlation","psi_s_correlation_score","w","satellite","dt_seconds","dx_meters","dxdt_mps"
1,"06F0fY9vgSZm",NA,"zK5ZGerizvOB",454,553.2202643171806,469.0,1026,27.142685723487105,566,146,540,123,22.237997805413347,0.7302188281173421,88.76955262170046,133.29735682819384,2025-12-09T04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
1,"06F0fY9vgSZm","zK5ZGerizvOB","2h6KQ3AWjsKw",483,612.8923395445134,513.0,843,28.764867707317617,624,169,601,139,22.55172941722824,0.08875915886046096,100.94722215136416,154.84265010351967,2025-12-11T03:40:00,171600000 milliseconds,15860.635675029444,0.1229983379219034,0.061899679829242264,0.08961303462321792,0.058030870044715605,0.014009087854247993,146.0,0.302,0.984,0.016000000000000014,0.6645510102733272,"aqua",171600.0,15860.635675029444,0.0924279468241809
1,"06F0fY9vgSZm","2h6KQ3AWjsKw","iiE2XyPuvqnn",467,501.01713062098503,545.0,603,30.177001667189103,513,100,489,71,21.968929054960245,-0.37909381706845907,107.8111831820431,84.63169164882227,2025-12-12T08:40:00,104400000 milliseconds,33020.48706751081,0.42037539232986393,0.03368421052631579,0.06049149338374291,0.047916157897844217,0.026181120507553324,145.0,0.31,0.974,0.026000000000000023,0.9246483746453202,"terra",104400.0,33020.48706751081,0.3162881903018277
2,"0XNoyx39ebnx",NA,"voda08KW0zhm",423,609.4468085106383,475.0,1108,33.60820968680499,623,246,590,223,18.51891439155878,1.28215425832202,99.5685424949238,233.63829787234042,2025-12-09T04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
2,"0XNoyx39ebnx","voda08KW0zhm","QdNXtreyMiTG",485,638.7010309278351,520.0,884,32.14337200736607,654,318,624,295,20.12537272138668,-1.1473406268169954,114.77564927611034,305.8536082474227,2025-12-09T09:58:00,21480000 milliseconds,19478.93185887685,1.1906437566550643,0.13656387665198239,0.09045226130653267,0.04455672827012104,0.08314079259025846,150.0,0.309,0.987,0.013000000000000012,1.8673574154739587,"terra",21480.0,19478.93185887685,0.9068404031134475
2,"0XNoyx39ebnx","QdNXtreyMiTG","Q4yZ9ELwMA5K",490,657.0897959183674,515.0,999,35.45995614817145,668,358,646,323,18.293427393825247,-0.23384847327693242,96.08326112068524,340.41224489795917,2025-12-10T03:01:00,61380000 milliseconds,9786.61728146155,0.21144252525573187,0.010256410256410256,0.00966183574879227,0.09811896045043203,0.09536712870093372,107.0,0.218,0.98,0.020000000000000018,0.6628468604123001,"aqua",61380.0,9786.61728146155,0.15944309679800503
2,"0XNoyx39ebnx","Q4yZ9ELwMA5K","3lZc8GP7azbf",480,657.9416666666667,505.0,1159,35.36993522021375,670,370,647,336,17.9568727717302,-0.32574613350739007,97.7401153701776,352.35625,2025-12-10T08:59:00,21480000 milliseconds,2993.5862862270355,0.18298204683539337,0.020618556701030927,0.0196078431372549,0.002541890894326102,0.018568377120078958,69.0,0.144,0.999,0.0010000000000000009,0.3893187146880843,"terra",21480.0,2993.5862862270355,0.13936621444259942
2,"0XNoyx39ebnx","3lZc8GP7azbf","7HUzilTb3f7t",467,644.982869379015,487.0,868,33.77097290665633,662,324,632,301,18.658885588355904,1.0092285109501136,90.84062043356595,313.82441113490364,2025-12-11T03:40:00,67260000 milliseconds,10163.147376268947,0.20047632658583583,0.027455121436114043,0.036290322580645164,0.046252279782712714,0.038344846485056004,99.0,0.212,0.983,0.017000000000000015,0.5778188968703638,"aqua",67260.0,10163.147376268947,0.1511023992903501
2,"0XNoyx39ebnx","7HUzilTb3f7t","NvYM1YBpyssJ",460,663.9608695652174,492.0,1028,34.535080312211264,675,360,653,326,17.745034850785242,-0.25423470398563003,97.15432893255071,342.49782608695654,2025-12-11T09:38:00,21480000 milliseconds,8596.253602878802,0.5254433742590955,0.015102481121898598,0.010214504596527068,0.02237305098295061,0.05020617156321981,99.0,0.215,0.983,0.017000000000000015,0.8553395825236916,"terra",21480.0,8596.253602878802,0.40019802620478595
3,"0eeeKfGTmj8e",NA,"ojjKyqD7rqOU",400,567.86,443.0,1002,31.10903700148355,582,939,554,916,17.511313966699575,-0.9861701560465179,90.25483399593904,927.1475,2025-12-10T08:59:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terra",NaN,NaN,NaN
3,"0eeeKfGTmj8e","ojjKyqD7rqOU","doKcsB6sxf7G",380,563.4684210526316,416.0,876,31.69936397559673,578,928,550,906,16.273312006271013,-1.0003912670517967,87.25483399593902,916.05,2025-12-11T09:38:00,88740000 milliseconds,2983.710692042832,0.04466298468741609,0.05128205128205128,0.06286379511059371,0.018797707470011783,0.07328788907824679,52.0,0.137,0.988,0.01200000000000001,0.3998944276283197,"terra",88740.0,2983.710692042832,0.033623063917543744
4,"0fIsV8BDhdne",NA,"7KdhrlgD7UDw",492,149.28658536585365,515.0,282,27.539179001473002,160,539,138,513,23.69489129212057,0.18733312043116904,93.59797974644667,524.4878048780488,2025-12-09T04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aqua",NaN,NaN,NaN
4,"0fIsV8BDhdne","7KdhrlgD7UDw","I06kPqSLG13T",575,162.36695652173913,628.0,146,32.02527291626746,180,497,147,472,23.892454562010865,1.3510486075841448,112.22539674441617,483.67826086956524,2025-12-09T09:58:00,21480000 milliseconds,10713.644897267914,0.6548682700041512,0.15557638238050608,0.19772528433945757,0.15062990660905712,0.008303185073438744,159.0,0.277,0.948,0.052000000000000046,1.4961030284066106,"terra",21480.0,10713.644897267914,0.49877303991005184
4,"0fIsV8BDhdne","I06kPqSLG13T","dEEzRlmyXBpi",523,105.04397705544933,578.0,172,33.307705700922305,116,505,93,471,21.962578083195538,0.24449403784969845,108.91168824543142,489.4359464627151,2025-12-10T03:01:00,61380000 milliseconds,14402.853272620687,0.3111775580127619,0.0947176684881603,0.08291873963515754,0.03925835961556552,0.08417294100507297,137.0,0.262,0.985,0.015000000000000013,0.8892452667567183,"aqua",61380.0,14402.853272620687,0.234650590951787
4,"0fIsV8BDhdne","dEEzRlmyXBpi","lFnojtbtZ4UG",544,54.279411764705884,556.0,27,35.11044885243644,72,598,38,576,20.005062656724576,1.2458145898220492,97.49747468305831,587.0992647058823,2025-12-12T02:40:00,171540000 milliseconds,27517.227353314862,0.2134690458346446,0.03936269915651359,0.03880070546737213,0.052697801140140124,0.0932868939953992,129.0,0.237,0.962,0.038000000000000034,0.7126171455940696,"aqua",171540.0,27517.227353314862,0.16041289118173524
